review,sentiment,clean_review,sentiment_label
Bukunya bagus bgt semoga anakku suka.. pengemasannya rapi dan cepat meskipun ada yg lecet dikit tp seller mau bertanggung jwb dengan ksh diskon. Respon sellernya ramah sekali. Thanks yaa,Positive,bukunya bagus bgt semoga anakku suka pengemasannya rapi dan cepat meskipun ada yg lecet dikit tp seller mau bertanggung jwb dengan ksh diskon respon sellernya ramah sekali thanks yaa,1
"Pesen tanggal 10, barang baru sampe tanggal 20 padahal sesama Jakarta, dichat katanya udah dikirim dari tanggal 11, padahal pas di tracking tanggal 12 aja tulisannya reschedule pickup karena parcel belum ready untuk dipick up. Ini Adidas Official tapi pelayanannya gini hadeh",Negative,pesen tanggal barang baru sampe tanggal padahal sesama jakarta dichat katanya udah dikirim dari tanggal padahal pas di tracking tanggal aja tulisannya reschedule pickup karena parcel belum ready untuk dipick up ini adidas official tapi pelayanannya gini hadeh,0
barang nya rusak,Negative,barang nya rusak,0
bahannya luntur????,Negative,bahannya luntur,0
"toples ada yang penyok 2, belum dipakai semua dr 30 pcs,,tapi gpp msh berfungsi.",Negative,toples ada yang penyok belum dipakai semua dr pcs tapi gpp msh berfungsi,0
"puaasss selalu langganan disini bikin duplikat akses ku , proses cepat , eh ada bonus nya juga ya , terima kasih kak ??",Positive,puaasss selalu langganan disini bikin duplikat akses ku proses cepat eh ada bonus nya juga ya terima kasih kak,1
respon cepat. barang sesuai deskripsi. busa cukup tebal. semoga awet.,Positive,respon cepat barang sesuai deskripsi busa cukup tebal semoga awet,1
"Bahan plastiknya bagus banget, emang the best quality dah Polypropylene?? terus warnanya lucuuu??",Positive,bahan plastiknya bagus banget emang the best quality dah polypropylene terus warnanya lucuuu,1
"Tolong gan, ps3 nya ga mw tampilkab gambar di tv pakai hdmi...lampu power yg merah kedap kedip trus",Negative,tolong gan ps nya ga mw tampilkab gambar di tv pakai hdmi lampu power yg merah kedap kedip trus,0
"mantap,, packing rapi.. mantap pokoknya...",Positive,mantap packing rapi mantap pokoknya,1
"Proses cepat, pengiriman cepat, packaging sangat aman, barang terjamin tdk ada bocor...",Positive,proses cepat pengiriman cepat packaging sangat aman barang terjamin tdk ada bocor,1
"barang sesuai, bagus dan cepat sampai",Positive,barang sesuai bagus dan cepat sampai,1
"dasternya adem ya iyalah pada bolong/sobek gitu ya jelas ademnya,,mentang2 gretongan,,,haahaaa parah asli",Negative,dasternya adem ya iyalah pada bolong sobek gitu ya jelas ademnya mentang gretongan haahaaa parah asli,0
gk bisa di pakai tali krng panjang,Negative,gk bisa di pakai tali krng panjang,0
"Selalu puas dgn pelayanan seller, pengirimannya cpt dan harga kompetitif...serta mumpung lg ada update next gen",Positive,selalu puas dgn pelayanan seller pengirimannya cpt dan harga kompetitif serta mumpung lg ada update next gen,1
"Ulasan hanya untuk product saja bukan untuk toko ya karena respon toko cukup baik. Produk ini kekurangannya adalah battery yg tidak bagus. Pengiriman pertama battery tidak dapat charging sy return, datang product pengganti sempat sy pakai 2 harian setelah itu battery keok dan gk mau charge. gk bisa dipakai lagi. entah produk yg dikirim kesaya kebetulan yg cacat atau memang product gamesir T4 tidka bagus",Negative,ulasan hanya untuk product saja bukan untuk toko ya karena respon toko cukup baik produk ini kekurangannya adalah battery yg tidak bagus pengiriman pertama battery tidak dapat charging sy return datang product pengganti sempat sy pakai harian setelah itu battery keok dan gk mau charge gk bisa dipakai lagi entah produk yg dikirim kesaya kebetulan yg cacat atau memang product gamesir t tidka bagus,0
"respon cepat, paket nya juga rapi dan dikirim dengan baik, terima kasih ??",Positive,respon cepat paket nya juga rapi dan dikirim dengan baik terima kasih,1
bagus sangat cepat sampai..barang juga daster bali adem di pakainya ..barang sesuai keinginan ..terimakasih tokopedia,Positive,bagus sangat cepat sampai barang juga daster bali adem di pakainya barang sesuai keinginan terimakasih tokopedia,1
"murah meriah jd lgsg beli 3, ccok nih buat yg bibir nya kering Kya aku, lumayan buat pelembab bibir ga perlu mahal ..",Positive,murah meriah jd lgsg beli ccok nih buat yg bibir nya kering kya aku lumayan buat pelembab bibir ga perlu mahal,1
"Salah satu yang terbaik, packing rapih dan kualitas makanan sangat bagus",Positive,salah satu yang terbaik packing rapih dan kualitas makanan sangat bagus,1
"Tidak sesuai ekspektasi, suara mic tetap kecil ga ada perubahan",Negative,tidak sesuai ekspektasi suara mic tetap kecil ga ada perubahan,0
"Seller ramahhhhh banget, fast respons menjawab pertanyaan buyer, jadi buyer paham benar produk yg akan dibeli, pengiriman cepat, yg terpenting produknya bagus bgt, berfungsi normal, bisa atur semua warna termasuk rgb saat bermain dan putih saat bekerja, warna putih menyala terang, gampang connect ke wifi dan diatur di handphone, aplikasi mudah digunakan, memang ga salah pilih Bardi, yeayyyyy skrg kamar ada lampu rgb nya, suka bgt sama ambience nya",Positive,seller ramahhhhh banget fast respons menjawab pertanyaan buyer jadi buyer paham benar produk yg akan dibeli pengiriman cepat yg terpenting produknya bagus bgt berfungsi normal bisa atur semua warna termasuk rgb saat bermain dan putih saat bekerja warna putih menyala terang gampang connect ke wifi dan diatur di handphone aplikasi mudah digunakan memang ga salah pilih bardi yeayyyyy skrg kamar ada lampu rgb nya suka bgt sama ambience nya,1
Desainnya cantik ??. Warnanya cantik ??. Kualitas produk bagus ??.,Positive,desainnya cantik warnanya cantik kualitas produk bagus,1
warna tdk sesuai dg yg diinginkan,Negative,warna tdk sesuai dg yg diinginkan,0
"Sudah beli banyak untuk kebutuhan dikirim keluar negeri ternyata tidak bisa tukar warna padahal belum 30hari,sesuai standard seharusnya masih bisa dilakukan refund. Warna pink terlalu kontras!! Tidak sesuai pada gambar!!",Negative,sudah beli banyak untuk kebutuhan dikirim keluar negeri ternyata tidak bisa tukar warna padahal belum hari sesuai standard seharusnya masih bisa dilakukan refund warna pink terlalu kontras tidak sesuai pada gambar,0
"barang tidak ada, komplain tidak direspon...pelajaran buat yg beli disini cek hati2 saat datang",Negative,barang tidak ada komplain tidak direspon pelajaran buat yg beli disini cek hati saat datang,0
"sngt mengecewakn, berhrap dpt hadiahnya ternyata tdk ada, sblm belanja sy chat ke pusat, ternyata dikirimnya dri kantor cabang. sy tahu nya bhw sy belanja nya di off.store bukan dri cabang, pengirimn dri kntr cabang tdk ada promo hadiah.., jdi yg mau beli produk susu, jk di etalase ada hadiahnya tanykn sejelas2nya dikirim nya drmn,kt sebgai konsumen harus jg kritis, biarlah hnya sy yg kecewa.jgn ikut yg lainnya yg sdh langgann minum susu ini.tetap sehat.",Negative,sngt mengecewakn berhrap dpt hadiahnya ternyata tdk ada sblm belanja sy chat ke pusat ternyata dikirimnya dri kantor cabang sy tahu nya bhw sy belanja nya di off store bukan dri cabang pengirimn dri kntr cabang tdk ada promo hadiah jdi yg mau beli produk susu jk di etalase ada hadiahnya tanykn sejelas nya dikirim nya drmn kt sebgai konsumen harus jg kritis biarlah hnya sy yg kecewa jgn ikut yg lainnya yg sdh langgann minum susu ini tetap sehat,0
barang amat sangat mengecewakan tidak layak pakai.. jangankan Untuk menahan beban 2kg untuk menahan beban nya sendiri ajah GK mampu(alias GK nempel),Negative,barang amat sangat mengecewakan tidak layak pakai jangankan untuk menahan beban kg untuk menahan beban nya sendiri ajah gk mampu alias gk nempel,0
"Packing ok, seller lekas kirim, berguna buat organize koper biar gak acak acakan, semoga awet, thank you seller",Positive,packing ok seller lekas kirim berguna buat organize koper biar gak acak acakan semoga awet thank you seller,1
Barang bagus dan sesuai,Positive,barang bagus dan sesuai,1
"Gan... pesanan sudah saya terima sesuai order.. barang oke, aman, bagus dan mantap..?????? terima kasih Gan.. ??????????????????",Positive,gan pesanan sudah saya terima sesuai order barang oke aman bagus dan mantap terima kasih gan,1
Memang sih murah barangnya... Tp boleh lah ya komplain.... Btw ini sy yg ga bisa make nya apa barangnya yg rusak ya?? Udh pake splitter jg ga fungsi ??????,Negative,memang sih murah barangnya tp boleh lah ya komplain btw ini sy yg ga bisa make nya apa barangnya yg rusak ya udh pake splitter jg ga fungsi,0
"Produk tidak berfungsi baik, toko gak amanah, malah pembeli disuruh balikkin produk lagi buang ongkir aza 2x !! Toko gak baik!! Jangan beli disini!!",Negative,produk tidak berfungsi baik toko gak amanah malah pembeli disuruh balikkin produk lagi buang ongkir aza x toko gak baik jangan beli disini,0
"pesenan sy g di respon, giliran sy cancel langsung di respon dan di kirim. dan juga bicaranya ngajak ribut... kapok sy belanja sprti ini... jika msh ada toko ky gini lagi berhenti sy pake aplikasi tokped",Negative,pesenan sy g di respon giliran sy cancel langsung di respon dan di kirim dan juga bicaranya ngajak ribut kapok sy belanja sprti ini jika msh ada toko ky gini lagi berhenti sy pake aplikasi tokped,0
"Seharusnya chat dijadikan makesure barang, warna dll, jgn kaku kaku bgt jadi roko",Negative,seharusnya chat dijadikan makesure barang warna dll jgn kaku kaku bgt jadi roko,0
"trnyata tanggal merah tetap melayani pengiriman,dan benar lngsung dikirimkan by instant kurir...pelayanan dan respon nya juara...semoga awet dan fungsional",Positive,trnyata tanggal merah tetap melayani pengiriman dan benar lngsung dikirimkan by instant kurir pelayanan dan respon nya juara semoga awet dan fungsional,1
cepat sekali pengirimannya. sudah di coba produk sesuai deskripsi praktis dibawa kemana2 skrg sudh gk lagi layar hp yg kotor dan brminyak.,Positive,cepat sekali pengirimannya sudah di coba produk sesuai deskripsi praktis dibawa kemana skrg sudh gk lagi layar hp yg kotor dan brminyak,1
ga amanah !!,Negative,ga amanah,0
"Kualitas Product Bagus. Material bagus. Recomended. terimakasih untuk Tokopedia dan miniso karena saya dapat tong sampah plastik nya gratis semoga berkah untuk saya dan untuk Tokopedia dan miniso . tong sampah nya sampai dalam keadaan utuh dan masih bagus serta nyaman digunakan dan mungil juga dan bahan nya lembut soft doft yaa, jadi kalau dimainkan anak tidak akan melukai apabila tidak rusak seperti pecah dan semoga awet menemaniku sampai hari yang akan datang .",Positive,kualitas product bagus material bagus recomended terimakasih untuk tokopedia dan miniso karena saya dapat tong sampah plastik nya gratis semoga berkah untuk saya dan untuk tokopedia dan miniso tong sampah nya sampai dalam keadaan utuh dan masih bagus serta nyaman digunakan dan mungil juga dan bahan nya lembut soft doft yaa jadi kalau dimainkan anak tidak akan melukai apabila tidak rusak seperti pecah dan semoga awet menemaniku sampai hari yang akan datang,1
Kualitas bahan bagus. Proses pesanan cepat. Packaging aman ??. Packaging rapi.,Positive,kualitas bahan bagus proses pesanan cepat packaging aman packaging rapi,1
"menyerap air dgn baik, cuman ukurannya kecil banget. jd kalau untuk mengeringkan banyak piring butuh lebih dr satu.",Positive,menyerap air dgn baik cuman ukurannya kecil banget jd kalau untuk mengeringkan banyak piring butuh lebih dr satu,1
Yang di pesan merah yg datang biru parah,Negative,yang di pesan merah yg datang biru parah,0
"respon cepat,packing ok rapi.orderan sesuai??",Positive,respon cepat packing ok rapi orderan sesuai,1
kualitas jelek. ngak mau pakai di smartphone,Negative,kualitas jelek ngak mau pakai di smartphone,0
"kualitas barang cukup bagus, sudah sering belanja di toko ini, kemasan sederhana",Positive,kualitas barang cukup bagus sudah sering belanja di toko ini kemasan sederhana,1
"TidAk jujur dan kelihatan kalau memaksakan barang terjual. Barang dikirim tidak sesuai pesanan. Dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak, dengan resiko barang yg di foto/ ditawarkan memang sebenarnya mungkin tidak ada.",Negative,tidak jujur dan kelihatan kalau memaksakan barang terjual barang dikirim tidak sesuai pesanan dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak dengan resiko barang yg di foto ditawarkan memang sebenarnya mungkin tidak ada,0
"pengiriman lamaaaaaa banget, sampai sudah beli ditempat lain baru datang, pengiriman lebih 1 bulan...kacau ??",Negative,pengiriman lamaaaaaa banget sampai sudah beli ditempat lain baru datang pengiriman lebih bulan kacau,0
"bisa muat sampai ukuran kaki no 42. suami saya suka, ga tebel ga tipis, nyaman, lembut, Positive",Positive,bisa muat sampai ukuran kaki no suami saya suka ga tebel ga tipis nyaman lembut positive,1
"Pas pertama datang barang nggak berfungsi. Coba2 lagi akhirnya sempat berfungsi. Suara keterima dgn baik. Transaksi langsung saya klik selesai. Tapi besoknya ternyata error lagi sampai sekarang. Sebetulnya di sisi penjual nggak ada masalah, pertanyaan dijawab dgn baik. Cuma produk error setlh transaksi diklik selesai. Nggak yakin juga bakal bisa diretur. Kepaksa ulasan diedit jadi bintang 1. Jadi balik lagi deh pake yg model kabel.",Negative,pas pertama datang barang nggak berfungsi coba lagi akhirnya sempat berfungsi suara keterima dgn baik transaksi langsung saya klik selesai tapi besoknya ternyata error lagi sampai sekarang sebetulnya di sisi penjual nggak ada masalah pertanyaan dijawab dgn baik cuma produk error setlh transaksi diklik selesai nggak yakin juga bakal bisa diretur kepaksa ulasan diedit jadi bintang jadi balik lagi deh pake yg model kabel,0
"pembelian ke 2 beda 10 hari aja, kenapa pelet maxi nya beda ya, lebih kecil2 dr biasanya dan warna lebih gelap. aroma juga beda.",Negative,pembelian ke beda hari aja kenapa pelet maxi nya beda ya lebih kecil dr biasanya dan warna lebih gelap aroma juga beda,0
"respon cepat,packing aman,banyak bonus nya.pemesanan yg ke 2x nya.trims agan sukses selalu",Positive,respon cepat packing aman banyak bonus nya pemesanan yg ke x nya trims agan sukses selalu,1
Kecewa pesanan sama barang yang dikirim tidak sesuai,Negative,kecewa pesanan sama barang yang dikirim tidak sesuai,0
Produk diterima kondisi baik. Pengiriman cepat dan packing rapi. Respon penjual oke,Positive,produk diterima kondisi baik pengiriman cepat dan packing rapi respon penjual oke,1
awal saya chat seller sudah kecewa karena seller sangat tidak ramah. ketika barang datang saya kecewa melihat pengemasan hanya menggunakan kertas bekas 1 lapis dan plastik. buku yg ada di dalam pun dalam kondisi kotor.,Negative,awal saya chat seller sudah kecewa karena seller sangat tidak ramah ketika barang datang saya kecewa melihat pengemasan hanya menggunakan kertas bekas lapis dan plastik buku yg ada di dalam pun dalam kondisi kotor,0
"produk bagus. harga ramah dompet.panjang tongkat 100cm ada 2 sisi, satu untuk menggosok kotoran di kaca, satu sisi lagi untuk menyapu semua kotoran",Positive,produk bagus harga ramah dompet panjang tongkat cm ada sisi satu untuk menggosok kotoran di kaca satu sisi lagi untuk menyapu semua kotoran,1
Terpercaya,Positive,terpercaya,1
disuru pilih aromanya tapi yg dikirim gak sesuai... coba donk klo dagang online yg sesuai pembeli. pembeli adalah raja. belinya pake uang kok tdk minta,Negative,disuru pilih aromanya tapi yg dikirim gak sesuai coba donk klo dagang online yg sesuai pembeli pembeli adalah raja belinya pake uang kok tdk minta,0
barang udah sampai ya gan dan berfungsi. terima kasih,Positive,barang udah sampai ya gan dan berfungsi terima kasih,1
kecewa ...minta ganti alamat mlh gk bisa,Negative,kecewa minta ganti alamat mlh gk bisa,0
bagus banget mainan nya anak2 aku suka,Positive,bagus banget mainan nya anak aku suka,1
Barang yang dikirimkan sesuai dan harga terjangkau,Positive,barang yang dikirimkan sesuai dan harga terjangkau,1
"mantap fast response, penjual ramah dan solutif next pasti order disini lagi thanks gan!",Positive,mantap fast response penjual ramah dan solutif next pasti order disini lagi thanks gan,1
